movieId,tmdbId,budget,revenue,runtime,popularity,vote_average,vote_count,release_date,original_language,status
61352,13291,22000000,23530831,114,4.6324,6.657,745,2008-08-23,en,Released
61394,14771,0,0,90,4.2142,6.143,262,2008-05-31,en,Released
61401,8285,60000000,39164441,103,6.273,4.761,1098,2008-12-25,en,Released
61406,118309,,,,,,,,,
61465,13184,45000000,42487390,99,6.7787,5.3,1172,2008-08-21,en,Released
61628,38019,0,0,129,1.5551,6.063,16,2005-09-10,zh,Released
61692,14458,8000000,0,88,3.1851,5.458,264,2006-12-19,en,Released
61697,13389,60000000,79498846,101,9.4001,5.866,1398,2008-09-11,en,Released
61705,13279,20000000,27640028,110,5.9168,5.97,1185,2008-09-19,en,Released
61729,12797,20000000,27100000,102,6.2363,6.495,1110,2008-09-19,en,Released
61818,16456,8000000,0,99,4.8455,3.8,264,2005-05-04,en,Released
61986,12690,20000000,20211394,115,6.2921,6.572,1133,2008-09-19,en,Released
62008,37776,0,0,82,1.0543,4.4,8,2008-08-05,en,Released
62081,13027,80000000,178800000,118,14.8853,6.509,3230,2008-09-25,en,Released
62113,13092,28000000,17286299,110,6.0426,6.019,866,2008-10-02,en,Released
62155,12182,9000000,33600000,89,6.5997,6.443,1303,2008-10-03,en,Released
62208,46492,0,0,96,1.5845,7.421,70,1954-01-15,ja,Released
62250,8882,0,34861529,137,5.3508,6.877,1332,2008-05-16,it,Released
62293,12783,17759769,43306325,110,10.9353,6.976,1842,2008-09-05,en,Released
62299,12683,4600000,0,88,3.8346,3.5,115,2008-09-01,en,Released
62336,225130,,,,,,,,,
62344,14976,12000000,16937968,113,7.6311,6.294,674,2008-10-03,en,Released
62374,12113,70000000,113280098,128,11.3218,6.627,3435,2008-10-09,en,Released
62376,13600,55000000,17869048,95,15.4005,6.38,1953,2008-10-07,en,Released
62383,30266,200000,8000000,99,1.4601,6.1,64,1916-12-24,en,Released
62394,13051,35000000,85416905,100,8.598,5.416,2328,2008-10-15,en,Released
62434,10358,24000000,42105111,102,10.5393,6.334,2756,2008-09-18,en,Released
62437,10523,25100000,29506464,129,4.4382,6.148,714,2008-10-17,en,Released
62439,13596,20000000,41624687,101,5.7737,5.647,817,2008-09-19,en,Released
62511,4960,20000000,4383538,124,6.8678,7.529,1675,2008-10-24,en,Released
62553,12837,11000000,39952437,114,6.2063,7.477,598,2008-09-17,en,Released
62586,13948,20000000,7000000,82,2.8619,4.208,113,2008-10-03,en,Released
62644,7735,7500000,32350637,107,8.8994,7.489,3701,2008-03-13,de,Released
62662,76406,0,0,92,2.1478,7.085,106,1985-04-24,de,Released
62718,12689,0,14924998,100,7.1263,6.481,842,2008-07-25,en,Released
62792,13150,30000000,31200557,130,7.1551,6.33,982,2008-09-09,en,Released
62799,14325,40000000,9793496,130,4.0808,7.142,299,2008-10-10,en,Released
62834,16068,0,0,90,3.0242,6.004,114,2002-04-30,en,Released
62836,15289,0,0,75,2.258,6.46,125,2007-09-03,en,Released
62849,13809,18000000,25740863,114,9.2759,6.949,3429,2008-09-04,en,Released
62956,13253,0,0,88,5.5187,6.898,617,2008-11-03,en,Released
62970,114796,,,,,,,,,
62999,10527,150000000,603900354,89,20.5048,6.534,7606,2008-10-30,en,Released
63033,8338,25000000,19844979,121,7.4789,6.52,1421,2008-05-14,en,Released
63062,3580,55000000,113400000,142,10.8938,7.57,4604,2008-10-24,en,Released
63072,20766,32000000,27635305,111,14.7855,7.02,4431,2009-11-25,en,Released
63082,12405,15000000,378400000,121,17.5922,7.726,11601,2008-11-12,en,Released
63113,10764,200000000,589593688,106,18.5202,6.344,8766,2008-10-29,en,Released
63131,15373,28000000,92380927,99,9.2865,6.483,2218,2008-11-07,en,Released
63179,8938,0,1133863,112,4.8886,6.876,275,2008-08-16,ja,Released
63222,13672,6000000,2342211,96,2.7348,6.591,591,2008-06-04,fr,Released
63239,42884,0,0,88,2.9199,6.595,221,1997-11-02,en,Released
63276,14943,0,22036607,130,7.19,7.107,402,2007-10-26,ja,Released
63312,4627,8000000,0,120,3.1268,5.839,227,2008-09-07,de,Released
63393,13655,0,0,94,7.5445,6.389,2212,2008-06-20,en,Released
63433,13905,,,,,,,,,
63436,11917,10800000,118209778,95,9.488,6.171,3912,2008-10-23,en,Released
63479,13523,19000000,18755936,109,10.8239,6.397,1526,2008-10-16,en,Released
63515,22358,0,3557508,112,1.7195,6.962,172,2006-11-23,ru,Released
63540,14405,20000000,149281606,91,6.478,5.39,1125,2008-10-03,en,Released
63768,88435,0,0,87,1.0674,7.217,23,1965-11-13,ja,Released
63808,8841,0,28814580,128,3.7088,6.989,738,2008-09-24,fr,Released
63826,13220,0,124191,82,5.2129,6.189,840,2008-10-31,en,Released
63853,6972,130000000,211787511,165,6.9454,6.596,2499,2008-11-18,en,Released
63859,13053,150000000,309979994,98,17.798,6.554,6649,2008-11-21,en,Released
63876,10139,20000000,54600000,128,7.7958,7.212,2493,2008-11-05,en,Released
63992,8966,37000000,393616788,122,31.8069,6.3,14682,2008-11-20,en,Released
64010,16342,0,0,84,2.4776,6.1,428,2008-12-05,en,Released
64030,13387,30000000,109000000,104,15.2407,6.169,3781,2008-11-26,en,Released
64032,12193,80000000,164112721,88,7.9936,5.818,1280,2008-11-26,en,Released
64034,14574,12500000,20416563,94,20.7717,7.817,7840,2008-05-07,en,Released
64114,14438,500000,33473297,118,5.6479,7.698,880,2008-09-26,en,Released
64116,14248,25000000,30700000,87,5.4318,6.1,633,2008-09-19,en,Released
64167,12224,,,,,,,,,
64197,10360,0,2724474,96,4.9767,7.229,1258,2008-05-15,en,Released
64231,13056,20500000,10089373,102,10.9535,5.889,1376,2008-12-05,en,Released
64249,13394,60000000,0,28,10.7283,6.383,938,2007-11-28,en,Released
64278,34283,0,0,151,2.3421,7.329,181,2006-10-06,en,Released
64285,14447,0,0,30,5.9698,7.36,634,2008-12-26,en,Released
64497,10200,80000000,233093859,104,15.4528,5.668,3880,2008-12-10,en,Released
64499,8881,58000000,0,134,7.1971,6.794,854,2008-09-05,en,Released
64501,8880,58000000,8638163,135,7.2432,6.626,714,2008-12-12,en,Released
64575,14359,20000000,50907234,104,7.4519,7.208,1985,2008-12-12,en,Released
64614,13223,33000000,270000000,116,14.0,7.988,11825,2008-12-12,en,Released
64620,11499,25000000,27426335,122,7.3789,7.275,1348,2008-10-15,en,Released
64622,8055,32000000,108902486,124,14.1684,7.46,3475,2008-12-10,en,Released
64695,13980,0,0,103,4.9131,7.584,489,2007-09-29,ja,Released
64716,11321,55000000,168167691,123,14.5599,7.6,7389,2008-12-18,en,Released
64839,12163,6000000,44734660,109,10.7784,7.54,4141,2008-12-17,en,Released
64957,4922,150000000,335802786,166,20.6491,7.601,14043,2008-12-25,en,Released
64969,10201,70000000,223200000,104,13.2326,6.694,7578,2008-12-09,en,Released
64983,2253,75000000,200276000,121,14.5187,6.961,4211,2008-12-25,en,Released
64993,38142,5000000,548192,63,9.9596,7.292,2217,2007-03-03,ja,Released
64997,34812,1000000,0,100,2.9903,5.24,73,2005-06-28,en,Released
65037,6936,1500000,27,90,1.9315,7.0,341,2007-08-26,nl,Released
65088,10202,80000000,212874864,99,13.0649,6.154,3037,2008-12-24,en,Released
65126,13973,3000000,3982459,92,5.1753,6.095,455,2008-09-26,en,Released
65130,4148,35000000,76000000,119,14.2757,6.987,4204,2008-12-19,en,Released
65133,194113,4250000,0,33,2.2104,7.013,191,1999-03-29,en,Released
65135,51247,,,,,,,,,
65188,15584,0,0,94,2.9972,8.063,606,2008-10-31,en,Released
65193,13971,20000000,22000000,98,10.4105,6.7,1944,2008-08-15,en,Released
65216,13813,32000000,51155219,137,9.577,6.839,1960,2008-12-31,en,Released
65225,13180,0,0,123,1.738,7.207,275,2008-10-02,en,Released
65230,14306,60000000,255700000,115,13.1443,7.173,4879,2008-12-25,en,Released
65261,12429,34000000,202404009,100,13.0322,7.8,4978,2008-07-19,ja,Released
65350,113916,0,0,98,2.1525,6.478,23,1936-11-17,en,Released
65359,9795,,,,,,,,,
65514,14756,11700000,22100000,106,5.293,7.759,4247,2008-12-12,cn,Released
65577,10199,60000000,87000000,93,9.4284,6.151,1046,2008-12-18,en,Released
65585,10521,30000000,115375850,89,13.6243,6.247,3238,2009-01-09,en,Released
65588,26235,0,0,105,0.9643,6.9,42,2008-08-14,en,Released
65596,13635,25000000,15000000,113,6.1552,7.307,1023,2008-10-22,fr,Released
65601,14435,15000000,102836002,101,6.1723,5.6,1355,2009-01-16,en,Released
65631,13177,8000000,908847,99,4.0283,6.306,270,2007-09-07,en,Released
65642,14139,2600000,553198,93,12.3116,7.02,1534,2007-11-01,es,Released
65651,16999,3000000,0,84,3.1778,5.087,75,2008-09-18,en,Released
65682,12437,35000000,92158961,92,12.3378,6.539,4057,2009-01-22,en,Released
65685,2309,60000000,62803180,106,8.9899,6.308,2329,2008-12-11,en,Released
65738,18543,2000000,0,93,4.2841,4.6,132,1992-07-13,en,Released
65740,21029,2000000,0,92,3.8087,4.6,131,1994-05-09,en,Released
65802,14560,26000000,183293131,91,9.9504,5.449,2788,2009-01-15,en,Released
65810,14410,0,43051547,122,5.0203,6.965,823,2009-01-16,en,Released
65882,14254,0,41624046,87,9.0444,6.479,1677,2009-01-30,en,Released
65982,10529,50000000,7033683,115,8.753,6.462,1474,2008-04-24,en,Released
66090,13510,12850990,3984669,91,10.6309,6.826,2191,2008-09-12,en,Released
66097,14836,60000000,185860104,100,42.9978,7.939,9450,2009-02-05,en,Released
66171,13455,38000000,49678401,111,10.6785,6.149,2513,2009-02-04,en,Released
66198,4959,50000000,60161391,118,9.0724,6.3,1486,2009-02-03,en,Released
66203,10184,40000000,178866158,129,13.6393,6.62,4118,2009-02-06,en,Released
66240,14849,5000000,0,87,4.4349,6.401,323,2009-02-17,en,Released
66297,15060,0,0,90,4.7081,7.074,618,2009-02-06,en,Released
66310,13492,3000000,0,108,5.2295,6.194,831,2007-07-01,fr,Released
66320,4832,0,0,95,2.6796,6.792,101,2007-08-17,en,Released
66335,14711,0,0,101,3.5797,6.897,233,2009-04-24,en,Released
66371,16804,0,69932387,130,5.998,7.85,961,2008-09-13,ja,Released
66427,1961,1500000,173066,84,2.8283,5.803,376,2007-10-01,en,Released
66509,20829,75000000,71600000,146,7.8264,5.883,1475,2009-07-30,en,Released
66511,30508,0,598894,105,2.5764,6.815,378,2008-10-01,de,Released
66544,18884,,,,,,,,,
66665,19255,17000000,15779455,98,5.2508,6.669,661,2009-06-05,en,Released
66744,8832,7275000,11260366,113,3.0243,7.612,1206,2008-05-28,it,Released
66783,13207,19000000,91509154,97,16.1763,5.777,2938,2009-02-11,en,Released
66785,15067,10000000,0,130,4.936,7.155,848,2008-07-16,ko,Released
66798,15159,70000000,75871032,92,8.8978,5.708,1306,2009-02-06,en,Released
66915,20421,18000000,11657385,74,6.0331,6.2,325,1991-08-02,en,Released
66934,14301,,,,,,,,,
66943,13849,0,0,92,2.9239,5.97,270,2008-02-07,en,Released
67087,16538,41000000,92000000,105,12.0569,6.568,2001,2009-03-20,en,Released
67168,13094,0,0,87,3.8104,5.722,225,2008-10-14,en,Released
67186,18781,10000000,77578320,102,6.695,6.172,1239,2009-03-27,en,Released
67193,16558,60000000,78176181,125,7.2065,5.894,900,2009-03-18,en,Released
67197,13811,50000000,155446362,121,15.3687,6.264,5994,2009-03-19,en,Released
67255,15472,13000000,109421911,152,12.5553,7.537,3322,2009-02-27,sv,Released
67267,13090,5000000,16174377,91,5.3506,6.596,870,2008-01-18,en,Released
67295,15854,0,0,25,7.4987,6.796,488,2008-11-08,en,Released
67361,16325,0,2186782,105,4.1253,6.141,504,2009-02-27,en,Released
67408,15512,175000000,381509870,94,25.7575,6.268,5129,2009-03-19,en,Released
67508,6968,19700000,26937355,149,4.6698,6.971,670,2008-09-25,de,Released
67534,13161,7500000,8742330,109,10.6762,6.652,1106,2007-11-03,en,Released
67618,13808,0,0,100,2.3076,6.117,77,2008-12-02,en,Released
67665,18094,0,0,81,2.9996,7.576,283,2008-01-14,en,Released
67695,16991,18000000,24007324,86,4.6523,5.419,767,2009-04-10,en,Released
67734,16614,9800000,17200000,107,6.0223,6.4,2416,2009-04-03,en,Released
67788,20048,40000000,108394089,104,11.409,6.5,2810,2009-02-05,en,Released
67799,16258,0,0,90,6.9525,5.502,647,2009-01-09,en,Released
67888,55773,0,0,66,1.6859,6.235,17,1935-08-03,en,Released
67923,13804,85000000,363164265,107,2.3294,6.685,8005,2009-04-02,en,Released
67997,19833,1100000,6200000,106,4.0256,7.017,809,2009-01-22,en,Released
68073,18947,50000000,36348784,135,7.0482,7.221,2351,2009-04-01,en,Released
68135,16996,20000000,136300000,102,13.3073,6.321,5529,2009-03-11,en,Released
68157,16869,70000000,321457747,153,38.3858,8.217,24795,2009-08-02,en,Released
68159,16995,60000000,87800000,127,11.2962,6.809,2216,2009-04-17,en,Released
68194,21641,10000000,0,97,4.6883,7.241,724,2009-03-27,en,Released
68205,15092,20000000,34600000,96,13.0133,6.09,3263,2009-04-16,en,Released
68237,17431,5000000,9760104,97,12.2367,7.562,6519,2009-06-12,en,Released
68269,18320,35000000,29196409,105,4.8327,7.158,1081,2009-03-04,en,Released
68319,2080,150000000,373062864,107,2.5365,6.297,11553,2009-04-28,en,Released
68347,21191,0,5102705,96,4.9078,7.63,806,2009-03-20,es,Released
68358,13475,150000000,386839614,127,18.0622,7.437,10728,2009-05-06,en,Released
68444,16279,0,900689,90,5.958,6.021,281,2008-01-18,en,Released
68480,11160,0,0,104,2.5761,6.218,174,1980-03-01,it,Released
68486,15384,80000000,121059225,141,5.0628,7.278,508,2009-01-07,zh,Released
68522,10946,15000000,109000000,90,4.308,7.654,382,2007-10-10,en,Released
68536,30416,0,0,141,5.1944,7.395,204,2001-02-17,de,Released
68552,15577,25000000,1037335,113,8.4222,6.099,420,2009-02-10,en,Released
68554,13448,150000000,485930816,139,23.7577,6.7,7504,2009-04-20,en,Released
68597,42738,0,0,114,3.5116,6.169,124,1973-04-11,en,Released
68600,14141,0,0,87,2.7299,5.083,126,2009-01-13,en,Released
68650,17740,0,17835,106,4.5913,6.102,261,2009-05-08,en,Released
68659,13532,3900000,948753,90,6.6654,6.162,924,2009-02-06,en,Released
68791,534,200000000,371353001,115,18.5912,6.102,7248,2009-05-20,en,Released
68793,18360,150000000,413106170,105,15.3794,6.155,7451,2009-05-20,en,Released
68835,19375,0,120000,97,2.1119,6.3,100,2008-06-24,en,Released
68848,21755,20000000,5530764,114,5.2071,6.558,733,2008-09-09,en,Released
68872,8429,0,0,125,2.0406,7.514,364,1946-12-10,it,Released
68886,19955,0,0,90,2.9916,6.364,365,2006-11-01,fr,Released
68932,17332,60000000,38332994,117,7.4724,6.669,853,2009-04-24,en,Released
68945,21832,0,15877,101,5.9834,7.4,517,1997-03-15,ja,Released
68952,16871,30000000,91388487,99,14.5822,6.488,4217,2009-05-27,en,Released
68954,14160,175000000,735103954,96,36.3997,7.96,22150,2009-05-28,en,Released
68959,14003,0,10197984,105,4.9826,7.332,422,2005-07-21,ja,Released
69069,17927,20000000,18599102,90,8.953,6.1,716,2009-02-20,en,Released
69118,13975,0,0,117,5.5227,6.068,477,2009-04-15,en,Released
69122,18785,35000000,469310836,100,32.4581,7.337,18528,2009-06-02,en,Released
69131,16164,0,2960993,95,4.4499,5.824,327,2008-11-13,en,Released
69134,17609,11000000,7413863,104,8.1335,6.611,2920,2009-05-20,en,Released
69140,37924,0,0,91,2.6865,6.4,116,2006-01-03,en,Released
69211,27134,5000000,0,80,1.6309,4.93,57,2005-08-02,en,Released
69224,64968,0,0,105,2.1724,6.847,62,1997-11-19,fr,Released
69227,34300,0,0,99,2.2578,4.352,64,1993-11-12,en,Released
69251,13856,1000000,7202,81,2.2208,6.303,105,2006-11-17,en,Released
69275,14451,800000,2166797,88,6.0313,5.978,1271,2009-01-09,no,Released
69278,18162,100000000,68688831,102,9.4812,5.483,1505,2009-06-05,en,Released
69304,19724,55000000,23000000,107,5.9187,5.963,612,2009-06-19,en,Released
69306,18487,100000000,150166126,106,13.177,6.367,3497,2009-06-10,en,Released
69394,33409,0,1100000,114,3.7121,7.684,266,2009-06-26,en,Released
69406,18240,40000000,317400000,108,25.5207,7.181,7776,2009-06-02,en,Released
69436,17610,60000000,62357900,97,8.9589,5.003,2099,2009-06-18,en,Released
69453,27085,625000,4408872,90,2.4976,5.7,204,1974-08-13,en,Released
69469,19508,0,11445294,77,4.0285,5.5,111,2009-09-11,en,Released
69481,12162,15000000,49259766,131,15.6784,7.248,6370,2008-10-10,en,Released
69495,16240,0,46060,95,2.2454,6.104,53,2007-11-16,en,Released
69516,8284,0,0,116,4.3179,6.048,325,2009-05-01,en,Released
69524,62128,,,,,,,,,
69526,8373,200000000,836304167,150,8.5789,6.228,9414,2009-06-19,en,Released
69529,62320,0,0,95,3.6923,7.807,573,2009-06-03,fr,Released
69604,19265,15000000,36020534,92,5.0644,7.073,1884,2009-06-19,en,Released
69606,12556,37500000,102366815,115,8.4429,5.967,2489,2009-05-01,en,Released
69640,11322,100000000,214104620,140,14.6724,6.685,4965,2009-07-01,en,Released
69644,8355,90000000,886686817,94,25.1822,6.779,9075,2009-06-26,en,Released
69654,176241,0,0,89,7.4083,7.492,750,2009-09-10,en,Released
69685,24232,0,0,65,2.09,7.4,85,2002-01-21,en,Released
69712,10024,30000000,95714875,109,9.655,7.37,2304,2009-06-26,en,Released
69720,15423,5000000,25900,85,2.8849,4.8,82,2006-06-27,en,Released
69746,16440,0,0,26,3.3,6.628,227,2009-03-24,en,Released
69757,19913,7500000,60781545,95,21.6318,7.305,11307,2009-07-17,en,Released
69784,18480,42000000,138805831,83,8.2436,5.637,1986,2009-07-08,en,Released
69805,14728,0,0,95,6.4327,6.265,539,2008-10-25,en,Released
69844,767,250000000,933959197,153,40.7566,7.682,21206,2009-07-15,en,Released
69849,67479,,,,,,,,,
69860,14687,8000000,0,100,2.967,5.999,102,2007-09-22,en,Released
69904,9592,1200000,6816129,94,4.3717,5.476,729,2006-07-10,en,Released
69951,8054,30000000,64352607,123,10.1195,6.4,2956,2009-10-01,en,Released
69953,19929,0,0,113,3.3765,5.791,91,2008-08-24,en,Released
69988,23720,0,0,94,1.914,5.348,107,2009-01-16,en,Released
70015,22302,0,0,77,2.5617,7.12,714,2009-02-06,fr,Released
70159,21208,20000000,77912251,123,13.2923,7.0,5771,2009-07-24,en,Released
70183,20943,38000000,321700000,96,13.5877,6.5,3844,2009-07-24,en,Released
70206,21407,3400000,114000000,90,8.5374,6.626,1738,2009-07-09,en,Released
70208,12403,14000000,22852638,98,8.6537,6.339,1481,2009-06-08,en,Released
70286,17654,30000000,210888950,112,18.8655,7.478,10661,2009-08-05,en,Released
70293,24803,40000000,129500000,123,11.8627,6.713,2258,2009-08-06,en,Released
70301,17335,20000000,73830340,108,7.7134,5.758,720,2009-02-26,en,Released
70305,13836,50000000,106387141,98,10.9881,5.799,1865,2009-03-13,en,Released
70334,18126,35000000,155545279,102,7.0037,6.581,2130,2009-04-10,en,Released
70336,14869,175000000,302500000,118,13.499,5.782,5029,2009-08-03,en,Released
70361,17134,22000000,17280326,108,5.5072,5.902,867,2009-03-19,en,Released
70451,13752,6500000,0,118,3.8197,7.091,287,2008-12-18,no,Released
70492,40743,0,0,54,2.4765,5.226,31,1936-07-06,en,Released
70521,19422,,,,,,,,,
70533,15137,7000000,20121073,101,8.51,7.6,1132,2007-09-01,ja,Released
70545,11115,5000000,0,85,2.6472,5.3,79,2008-01-29,en,Released
70565,19905,10000000,15300000,89,5.3665,5.368,246,2009-05-29,en,Released
70599,24420,39000000,101344412,107,11.9807,6.955,2786,2009-08-14,en,Released
70637,31216,0,40945,82,3.4695,7.504,335,2008-06-01,en,Released
70641,19556,6000000,4591629,93,6.5213,5.555,394,2009-03-13,en,Released
70663,19840,18000000,15300000,102,7.7027,6.057,1015,2009-07-10,en,Released
70687,25183,1000000,1296971,88,1.9142,5.81,124,2009-08-07,en,Released
70697,19585,150000000,292817841,88,10.777,5.5,2053,2009-07-24,en,Released
70703,41682,40000000,8251071,120,4.2054,4.8,59,1992-08-20,en,Released
70708,11928,15000000,2852915,127,4.4217,6.777,224,2009-06-11,en,Released
70728,18533,230000,2300000,92,5.8727,6.9,2779,2009-03-13,en,Released
70862,22492,0,1896244,97,2.9011,7.165,200,2008-09-05,en,Released
70932,23049,17000000,20455276,95,6.4692,6.134,445,2009-06-05,en,Released
70946,26914,65000,0,95,2.7131,3.919,485,1990-10-12,en,Released
70984,26320,30000000,9975737,120,6.5442,6.186,489,2009-08-26,en,Released
70990,35203,0,0,97,3.7937,6.772,92,1996-09-11,en,Released
70994,24150,10000000,39421467,105,8.8961,5.306,1575,2009-08-28,en,Released
71033,25376,2000000,33965843,130,9.5509,7.971,2958,2009-08-13,es,Released
71057,12244,30000000,48428063,79,16.019,6.966,4024,2009-08-19,en,Released
71106,22494,0,23820,83,3.4545,6.883,714,2009-04-24,en,Released
71108,37903,21555450,11652157,144,8.8345,7.481,1182,2009-09-24,de,Released
71129,17445,3500000,0,75,8.2143,6.942,519,2009-07-28,en,Released
71131,63581,0,0,60,1.6074,7.301,88,2007-04-24,en,Released
71135,19898,33000000,20648328,108,9.5407,6.605,2764,2009-09-08,en,Released
71147,72083,0,0,88,2.3231,7.119,113,1955-09-07,es,Released
71156,10313,24000000,68729358,94,8.7096,5.971,2479,2009-10-17,en,Released
71160,17632,,,,,,,,,
71205,19994,16000000,31556061,107,17.5795,6.0,4401,2009-09-18,en,Released
71211,11323,22000000,41771168,108,6.7777,6.159,1017,2009-09-18,en,Released
71248,12569,8000000,10848783,92,4.2655,5.867,700,2009-09-03,en,Released
71252,19912,40000000,187384627,82,13.7416,5.609,4044,2009-08-26,en,Released
71254,18501,50000000,40800000,95,10.4392,5.696,2716,2009-09-03,en,Released
71264,22794,100000000,242988466,90,21.9403,6.669,6632,2009-09-17,en,Released
71268,26367,19000000,51733921,113,2.8359,6.286,147,2009-09-11,en,Released
71282,18570,1000000,4606199,94,2.7956,7.361,684,2008-09-07,en,Released
71302,18724,88000,480000,66,3.953,4.8,172,1958-05-18,en,Released
71304,22536,5000000,13085023,134,4.5508,7.117,1123,2009-04-30,ko,Released
71327,29963,10000000,14374652,119,5.4348,6.615,494,2009-09-18,en,Released
71341,30685,0,0,90,3.6642,5.315,311,2009-10-09,en,Released
71379,23827,15000,193355800,86,9.6496,6.06,5583,2007-09-14,en,Released
71429,20178,10000000,295750,99,4.713,6.6,675,2009-08-20,en,Released
71438,25050,0,3511120,114,3.7034,7.8,466,2008-06-28,ja,Released
71453,91262,0,0,23,1.5856,7.512,84,1949-01-01,fr,Released
71462,23128,0,1162422,92,4.6089,7.953,697,2009-07-31,en,Released
71464,12573,7000000,31400000,106,8.2614,6.689,2462,2009-10-02,en,Released
71466,28053,6000000,7875862,104,3.3653,6.941,410,2009-03-06,en,Released
71468,24869,250000,0,106,2.0764,6.319,352,2009-01-23,en,Released
71484,36800,5060730,0,86,3.2522,6.088,200,2009-10-21,en,Released
71494,23127,10000000,0,77,4.3025,5.905,232,2009-09-22,en,Released
71500,23202,12000000,27909,82,9.7658,7.0,2139,2007-12-09,en,Released
71518,22798,15000000,16633035,111,6.8072,6.691,1157,2009-04-09,en,Released
71520,23082,18500000,32400000,100,9.2983,6.213,2411,2009-10-02,en,Released
71530,19959,80000000,122444772,89,10.2666,6.165,3544,2009-09-24,en,Released
71535,19908,23600000,102391540,88,18.0656,7.259,13491,2009-10-02,en,Released
71550,18176,11500000,69564,94,4.7094,5.775,335,2008-01-17,en,Released
71579,24684,10000000,26096852,100,5.6956,6.931,1465,2009-10-29,en,Released
71619,11156,0,0,110,7.294,6.858,1053,2009-04-22,fr,Released
71640,26763,0,0,84,1.4497,7.284,44,2008-11-12,en,Released
71668,19899,70000000,171844840,113,9.2202,5.563,2136,2009-09-19,en,Released
71732,21910,750000,8050,85,3.1115,5.877,216,2008-08-07,en,Released
71745,16523,100000000,100140916,101,8.47,6.5,2075,2009-10-16,en,Released
71810,3513,20000000,67900000,98,5.5898,5.85,634,1998-12-03,en,Released
71823,12572,14700000,9961023,103,8.4023,5.956,619,2008-09-06,en,Released
71838,22803,53000000,127900000,109,17.5682,7.395,5856,2009-10-15,en,Released
71867,33806,0,0,108,2.2695,7.146,229,2009-10-07,nl,Released
71899,24238,8240000,1740429,92,9.0333,7.879,2330,2009-04-09,en,Released
71902,19918,0,12035862,98,8.3067,5.578,970,2009-01-16,en,Released
71910,24056,8000000,0,95,6.4732,5.948,696,2009-05-01,en,Released
71970,30506,0,0,94,3.3551,6.929,28,1944-11-17,en,Released
71999,2973,0,0,111,1.4391,6.0,83,1924-09-24,ru,Released
72011,22947,25000000,166842739,110,10.5464,6.901,4140,2009-12-04,en,Released
72104,44338,0,0,7,1.4191,7.467,150,1989-05-25,de,Released
72129,22804,11000000,69752402,90,9.0514,6.295,3607,2009-10-22,en,Released
72142,28422,0,0,237,4.8421,7.925,540,2008-11-29,ja,Released
72165,24418,40000000,28169671,109,7.5013,5.866,1190,2009-10-23,en,Released
72167,22821,8000000,10629321,118,7.7096,5.995,860,2009-11-24,en,Released
72171,24804,2900000,296557,85,4.6172,7.1,741,2009-10-16,en,Released
72178,14968,8000000,33579813,133,2.2709,7.417,205,2005-08-04,ko,Released
72224,22820,10000000,118492,89,2.4397,5.73,202,2009-09-30,en,Released
72226,10315,40000000,46471023,87,18.48,7.8,6324,2009-10-14,en,Released
72294,17979,200000000,325286646,96,16.328,6.911,4994,2009-11-04,en,Released
72308,105077,0,0,112,5.3882,6.716,501,2009-10-27,en,Released
72330,4475,0,2860973,98,5.5515,5.854,237,2009-07-07,en,Released
72356,24480,0,0,6,5.1887,7.738,1135,2009-05-28,en,Released
72378,14161,200000000,791217826,158,20.7356,5.897,13040,2009-10-10,en,Released
72395,25793,10000000,47536959,110,7.9825,7.3,1821,2009-11-06,en,Released
72405,11699,25000000,10589102,122,9.9582,6.181,1315,2009-09-11,en,Released
72407,18239,50000000,709827462,131,21.8253,5.984,9907,2009-11-18,en,Released
72424,17774,11000000,297835,88,3.4032,5.227,320,2002-05-19,en,Released
72479,28089,6500000,1595417,113,4.5366,6.751,498,2009-11-13,en,Released
72489,22832,40000000,61601280,99,13.1369,6.755,1871,2009-09-29,en,Released
72554,33273,5700000,19300483,108,4.3574,7.442,1391,2009-11-06,es,Released
72591,6058,25000000,0,90,4.0231,5.577,413,1998-07-10,en,Released
72601,34003,0,0,73,2.8455,7.29,164,2009-11-21,en,Released
72603,25472,0,0,30,5.404,6.512,328,2009-11-16,en,Released
72605,7445,26000000,43500000,105,13.4108,7.3,4035,2009-12-02,en,Released
72624,18595,0,0,85,2.0199,6.594,48,2007-10-05,en,Released
72641,22881,29000000,309231694,129,21.0546,7.661,6998,2009-11-20,en,Released
72692,15400,0,0,66,7.5922,7.1,734,1999-10-31,en,Released
72694,22640,5100000,303431,104,3.2399,6.192,261,2009-07-24,en,Released
72696,22949,35000000,96753696,88,7.7807,5.558,807,2009-11-24,en,Released
72701,16866,70000000,104945765,91,11.1563,5.924,2227,2009-11-19,en,Released
72714,30238,0,0,95,4.5314,8.122,348,2005-09-24,en,Released
72720,34653,7000000,25000000,100,8.5938,7.26,1709,2009-12-11,en,Released
72731,7980,65000000,93600000,136,18.7644,7.056,5076,2009-12-26,en,Released
72733,22954,60000000,122400000,134,8.2231,7.179,4434,2009-12-11,en,Released
72737,10198,105000000,270997378,98,23.3485,7.239,6287,2009-12-08,en,Released
72874,27719,0,0,98,1.9973,4.779,52,1997-08-22,en,Released
72919,24438,58000000,85280250,103,9.5204,5.394,1050,2009-12-17,en,Released
72921,174598,0,0,63,0.8238,5.853,17,1916-12-24,en,Released
72982,61872,,,,,,,,,
